last_100_avg, max_score_log
1.0,1
0.5,1
0.3333333333333333,1
0.25,1
0.2,1
0.3333333333333333,1
0.2857142857142857,1
0.25,1
0.2222222222222222,1
0.2,1
0.18181818181818182,1
0.16666666666666666,1
0.15384615384615385,1
0.14285714285714285,1
0.13333333333333333,1
0.125,1
0.11764705882352941,1
0.1111111111111111,1
0.15789473684210525,1
0.15,1
0.2857142857142857,3
0.2727272727272727,3
0.2608695652173913,3
0.25,3
0.24,3
0.23076923076923078,3
0.2222222222222222,3
0.21428571428571427,3
0.20689655172413793,3
0.2,3
0.1935483870967742,3
0.21875,3
0.21212121212121213,3
0.20588235294117646,3
0.22857142857142856,3
0.2222222222222222,3
0.21621621621621623,3
0.21052631578947367,3
0.20512820512820512,3
0.2,3
0.21951219512195122,3
0.21428571428571427,3
0.20930232558139536,3
0.20454545454545456,3
0.2,3
0.1956521739130435,3
0.19148936170212766,3
0.1875,3
0.20408163265306123,3
0.2,3
0.19607843137254902,3
0.21153846153846154,3
0.20754716981132076,3
0.2037037037037037,3
0.2,3
0.19642857142857142,3
0.19298245614035087,3
0.1896551724137931,3
0.1864406779661017,3
0.18333333333333332,3
0.22950819672131148,3
0.24193548387096775,3
0.23809523809523808,3
0.234375,3
0.23076923076923078,3
0.22727272727272727,3
0.22388059701492538,3
0.22058823529411764,3
0.21739130434782608,3
0.21428571428571427,3
0.2112676056338028,3
0.20833333333333334,3
0.2054794520547945,3
0.20270270270270271,3
0.2,3
0.19736842105263158,3
0.19480519480519481,3
0.19230769230769232,3
0.189873417721519,3
0.2,3
0.19753086419753085,3
0.1951219512195122,3
0.1927710843373494,3
0.19047619047619047,3
0.18823529411764706,3
0.18604651162790697,3
0.1839080459770115,3
0.18181818181818182,3
0.20224719101123595,3
0.2,3
0.1978021978021978,3
0.1956521739130435,3
0.1935483870967742,3
0.19148936170212766,3
0.18947368421052632,3
0.20833333333333334,3
0.20618556701030927,3
0.21428571428571427,3
0.21212121212121213,3
0.21,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.21,3
0.21,3
0.21,3
0.21,3
0.21,3
0.21,3
0.21,3
0.23,3
0.24,3
0.24,3
0.24,3
0.24,3
0.23,3
0.24,3
0.22,3
0.22,3
0.23,3
0.23,3
0.23,3
0.24,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.26,3
0.26,3
0.27,3
0.27,3
0.27,3
0.27,3
0.27,3
0.26,3
0.26,3
0.26,3
0.26,3
0.26,3
0.27,3
0.27,3
0.27,3
0.26,3
0.27,3
0.27,3
0.26,3
0.29,3
0.29,3
0.29,3
0.29,3
0.29,3
0.29,3
0.29,3
0.29,3
0.26,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.24,3
0.24,3
0.24,3
0.24,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.23,3
0.23,3
0.23,3
0.23,3
0.23,3
0.23,3
0.23,3
0.21,3
0.21,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.21,3
0.21,3
0.2,3
0.19,3
0.2,3
0.2,3
0.2,3
0.2,3
0.21,3
0.21,3
0.19,3
0.2,3
0.22,3
0.22,3
0.23,3
0.23,3
0.22,3
0.21,3
0.21,3
0.2,3
0.2,3
0.21,3
0.21,3
0.2,3
0.2,3
0.2,3
0.21,3
0.23,3
0.23,3
0.23,3
0.23,3
0.22,3
0.21,3
0.22,3
0.22,3
0.22,3
0.22,3
0.23,3
0.23,3
0.23,3
0.24,3
0.24,3
0.23,3
0.23,3
0.23,3
0.23,3
0.22,3
0.22,3
0.24,3
0.21,3
0.21,3
0.21,3
0.21,3
0.21,3
0.21,3
0.22,3
0.22,3
0.23,3
0.23,3
0.23,3
0.23,3
0.23,3
0.23,3
0.23,3
0.24,3
0.24,3
0.24,3
0.24,3
0.24,3
0.25,3
0.25,3
0.25,3
0.25,3
0.25,3
0.27,3
0.27,3
0.27,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.29,3
0.29,3
0.29,3
0.28,3
0.28,3
0.29,3
0.29,3
0.28,3
0.28,3
0.28,3
0.28,3
0.27,3
0.27,3
0.27,3
0.25,3
0.23,3
0.23,3
0.22,3
0.22,3
0.22,3
0.22,3
0.22,3
0.22,3
0.23,3
0.22,3
0.21,3
0.21,3
0.21,3
0.21,3
0.22,3
0.2,3
0.19,3
0.19,3
0.18,3
0.18,3
0.18,3
0.17,3
0.17,3
0.17,3
0.17,3
0.17,3
0.17,3
0.17,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.17,3
0.17,3
0.17,3
0.17,3
0.17,3
0.17,3
0.18,3
0.18,3
0.19,3
0.19,3
0.18,3
0.18,3
0.18,3
0.18,3
0.18,3
0.18,3
0.18,3
0.18,3
0.18,3
0.17,3
0.18,3
0.18,3
0.2,3
0.2,3
0.19,3
0.19,3
0.19,3
0.19,3
0.19,3
0.17,3
0.18,3
0.2,3
0.19,3
0.19,3
0.19,3
0.18,3
0.18,3
0.19,3
0.19,3
0.19,3
0.19,3
0.19,3
0.19,3
0.19,3
0.19,3
0.19,3
0.19,3
0.19,3
0.19,3
0.21,3
0.21,3
0.21,3
0.21,3
0.21,3
0.21,3
0.21,3
0.21,3
0.2,3
0.2,3
0.2,3
0.2,3
0.21,3
0.21,3
0.21,3
0.21,3
0.21,3
0.22,3
0.22,3
0.22,3
0.23,3
0.23,3
0.23,3
0.23,3
0.23,3
0.23,3
0.22,3
0.22,3
0.22,3
0.22,3
0.22,3
0.22,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.22,3
0.21,3
0.21,3
0.21,3
0.22,3
0.22,3
0.22,3
0.23,3
0.25,3
0.25,3
0.25,3
0.25,3
0.23,3
0.23,3
0.23,3
0.22,3
0.23,3
0.22,3
0.22,3
0.22,3
0.23,3
0.22,3
0.23,3
0.23,3
0.23,3
0.23,3
0.23,3
0.23,3
0.23,3
0.22,3
0.22,3
0.2,3
0.2,3
0.2,3
0.2,3
0.21,3
0.21,3
0.21,3
0.22,3
0.21,3
0.19,3
0.21,3
0.21,3
0.21,3
0.21,3
0.21,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.18,3
0.18,3
0.18,3
0.17,3
0.18,3
0.18,3
0.18,3
0.18,3
0.18,3
0.18,3
0.18,3
0.18,3
0.17,3
0.17,3
0.18,3
0.18,3
0.18,3
0.17,3
0.17,3
0.17,3
0.16,3
0.16,3
0.17,3
0.17,3
0.17,3
0.18,3
0.18,3
0.19,3
0.19,3
0.19,3
0.19,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.2,3
0.18,3
0.19,3
0.19,3
0.2,3
0.19,3
0.19,3
0.19,3
0.18,3
0.16,3
0.15,3
0.15,3
0.17,3
0.17,3
0.17,3
0.17,3
0.17,3
0.17,3
0.17,3
0.18,3
0.2,3
0.19,3
0.19,3
0.18,3
0.18,3
0.19,3
0.19,3
0.19,3
0.19,3
0.19,3
0.19,3
0.19,3
0.2,3
0.2,3
0.2,3
0.2,3
0.19,3
0.19,3
0.19,3
0.18,3
0.18,3
0.18,3
0.17,3
0.17,3
0.17,3
0.17,3
0.17,3
0.18,3
0.18,3
0.18,3
0.19,3
0.2,3
0.2,3
0.2,3
0.21,3
0.21,3
0.21,3
0.21,3
0.21,3
0.22,3
0.23,3
0.24,3
0.24,3
0.23,3
0.23,3
0.26,3
0.27,3
0.27,3
0.28,3
0.28,3
0.3,3
0.3,3
0.31,3
0.3,3
0.3,3
0.3,3
0.3,3
0.31,3
0.31,3
0.31,3
0.32,3
0.31,3
0.31,3
0.31,3
0.3,3
0.3,3
0.29,3
0.29,3
0.29,3
0.29,3
0.28,3
0.28,3
0.28,3
0.28,3
0.31,3
0.31,3
0.31,3
0.31,3
0.32,3
0.32,3
0.32,3
0.32,3
0.31,3
0.31,3
0.3,3
0.31,3
0.31,3
0.31,3
0.31,3
0.32,3
0.32,3
0.32,3
0.3,3
0.3,3
0.3,3
0.3,3
0.3,3
0.29,3
0.29,3
0.28,3
0.27,3
0.27,3
0.28,3
0.28,3
0.28,3
0.27,3
0.27,3
0.27,3
0.27,3
0.27,3
0.27,3
0.27,3
0.27,3
0.27,3
0.28,3
0.28,3
0.28,3
0.28,3
0.29,3
0.29,3
0.29,3
0.29,3
0.28,3
0.28,3
0.28,3
0.28,3
0.28,3
0.27,3
0.28,3
0.28,3
0.27,3
0.28,3
0.29,3
0.29,3
0.28,3
0.29,3
0.29,3
0.29,3
0.29,3
0.28,3
0.29,3
0.28,3
0.28,3
0.28,3
0.29,3
0.26,3
0.26,3
0.26,3
0.25,3
0.27,3
0.25,3
0.25,3
0.24,3
0.24,3
