iter,game_number,elapsed_time,last_1_avg,last_10_avg,last_100_avg,max_score_log,loss_train,loss_predict,learning_rate,epsilon
0,1,0.9561076164245605,0.0,0.0,0.0,0,-1,-1,0.0001,1
0,2,3.115776300430298,1.0,0.5,0.5,1,-1,-1,0.0001,1
0,3,3.2192485332489014,0.0,0.3333333333333333,0.3333333333333333,1,-1,-1,0.0001,1
0,4,3.352118492126465,1.0,0.5,0.5,1,-1,-1,0.0001,1
0,5,3.456495523452759,0.0,0.4,0.4,1,-1,-1,0.0001,1
0,6,3.5777926445007324,0.0,0.3333333333333333,0.3333333333333333,1,-1,-1,0.0001,1
0,7,3.680690288543701,0.0,0.2857142857142857,0.2857142857142857,1,-1,-1,0.0001,1
0,8,3.8373382091522217,1.0,0.375,0.375,1,-1,-1,0.0001,1
0,9,3.9403319358825684,0.0,0.3333333333333333,0.3333333333333333,1,-1,-1,0.0001,1
0,10,4.112290143966675,1.0,0.4,0.4,1,-1,-1,0.0001,1
0,11,4.230143070220947,0.0,0.4,0.36363636363636365,1,-1,-1,0.0001,1
0,12,4.323379755020142,0.0,0.3,0.3333333333333333,1,-1,-1,0.0001,1
0,13,4.425218820571899,0.0,0.3,0.3076923076923077,1,-1,-1,0.0001,1
0,14,4.532515525817871,0.0,0.2,0.2857142857142857,1,-1,-1,0.0001,1
0,15,4.6242969036102295,0.0,0.2,0.26666666666666666,1,-1,-1,0.0001,1
0,16,4.749654293060303,0.0,0.2,0.25,1,-1,-1,0.0001,1
0,17,4.854409217834473,0.0,0.2,0.23529411764705882,1,-1,-1,0.0001,1
0,18,4.931696176528931,0.0,0.1,0.2222222222222222,1,-1,-1,0.0001,1
0,19,5.034799575805664,0.0,0.1,0.21052631578947367,1,-1,-1,0.0001,1
0,20,5.138119459152222,0.0,0.0,0.2,1,-1,-1,0.0001,1
0,21,5.240207195281982,0.0,0.0,0.19047619047619047,1,-1,-1,0.0001,1
0,22,5.34743857383728,0.0,0.0,0.18181818181818182,1,-1,-1,0.0001,1
0,23,5.461954832077026,0.0,0.0,0.17391304347826086,1,-1,-1,0.0001,1
0,24,5.569173097610474,0.0,0.0,0.16666666666666666,1,-1,-1,0.0001,1
0,25,5.671980857849121,0.0,0.0,0.16,1,-1,-1,0.0001,1
0,26,5.748108386993408,0.0,0.0,0.15384615384615385,1,-1,-1,0.0001,1
0,27,5.851123571395874,0.0,0.0,0.14814814814814814,1,-1,-1,0.0001,1
0,28,5.952873706817627,0.0,0.0,0.14285714285714285,1,-1,-1,0.0001,1
