iter,game_number,elapsed_time,last_1_avg,last_10_avg,last_100_avg,max_score_log,loss_train,loss_predict,learning_rate,epsilon
0,1,1.0882282257080078,2.0,2.0,2.0,2,-1,-1,1e-05,0
0,2,1.8142030239105225,1.0,1.5,1.5,2,-1,-1,1e-05,0
0,3,1.9366073608398438,1.0,1.3333333333333333,1.3333333333333333,2,-1,-1,1e-05,0
0,4,2.206360101699829,3.0,1.75,1.75,3,-1,-1,1e-05,0
0,5,2.408717393875122,2.0,1.8,1.8,3,-1,-1,1e-05,0
0,6,3.193225860595703,13.0,3.6666666666666665,3.6666666666666665,13,-1,-1,1e-05,0
0,7,4.201314926147461,17.0,5.571428571428571,5.571428571428571,17,-1,-1,1e-05,0
0,8,5.41285514831543,21.0,7.5,7.5,21,-1,-1,1e-05,0
0,9,6.148151874542236,12.0,8.0,8.0,21,-1,-1,1e-05,0
0,10,6.368237257003784,3.0,7.5,7.5,21,-1,-1,1e-05,0
0,11,6.481163501739502,0.0,7.3,6.818181818181818,21,-1,-1,1e-05,0
0,12,7.168054580688477,11.0,8.3,7.166666666666667,21,-1,-1,1e-05,0
0,13,7.3829803466796875,2.0,8.4,6.769230769230769,21,-1,-1,1e-05,0
0,14,8.349032163619995,17.0,9.8,7.5,21,-1,-1,1e-05,0
0,15,8.87876272201538,8.0,10.4,7.533333333333333,21,-1,-1,1e-05,0
0,16,9.0996572971344,2.0,9.3,7.1875,21,-1,-1,1e-05,0
0,17,9.301241159439087,2.0,7.8,6.882352941176471,21,-1,-1,1e-05,0
0,18,10.886059284210205,28.0,8.5,8.055555555555555,28,-1,-1,1e-05,0
0,19,11.035752534866333,1.0,7.4,7.684210526315789,28,-1,-1,1e-05,0
0,20,11.306890726089478,3.0,7.4,7.45,28,-1,-1,1e-05,0
1,21,22.83003258705139,28.0,10.2,8.428571428571429,28,0.067872696,0.067872696,1e-05,0.0
1,22,23.07238006591797,3.0,9.4,8.181818181818182,28,0.067872696,0.067872696,1e-05,0.0
1,23,25.64251136779785,45.0,13.7,9.782608695652174,45,0.067872696,0.067872696,1e-05,0.0
1,24,25.822569370269775,2.0,12.2,9.458333333333334,45,0.067872696,0.067872696,1e-05,0.0
1,25,26.098307371139526,3.0,11.7,9.2,45,0.067872696,0.067872696,1e-05,0.0
1,26,26.22851538658142,1.0,11.6,8.884615384615385,45,0.067872696,0.067872696,1e-05,0.0
1,27,26.559895515441895,4.0,11.8,8.703703703703704,45,0.067872696,0.067872696,1e-05,0.0
1,28,26.860028982162476,4.0,9.4,8.535714285714286,45,0.067872696,0.067872696,1e-05,0.0
1,29,26.988900899887085,0.0,9.3,8.241379310344827,45,0.067872696,0.067872696,1e-05,0.0
1,30,27.275817155838013,4.0,9.4,8.1,45,0.067872696,0.067872696,1e-05,0.0
1,31,27.406177043914795,1.0,6.7,7.870967741935484,45,0.067872696,0.067872696,1e-05,0.0
1,32,27.807129859924316,6.0,7.0,7.8125,45,0.067872696,0.067872696,1e-05,0.0
1,33,30.037376880645752,39.0,6.4,8.757575757575758,45,0.067872696,0.067872696,1e-05,0.0
1,34,30.49197292327881,7.0,6.9,8.705882352941176,45,0.067872696,0.067872696,1e-05,0.0
1,35,32.41289401054382,33.0,9.9,9.4,45,0.067872696,0.067872696,1e-05,0.0
1,36,33.825549364089966,24.0,12.2,9.805555555555555,45,0.067872696,0.067872696,1e-05,0.0
1,37,34.41765475273132,9.0,12.7,9.783783783783784,45,0.067872696,0.067872696,1e-05,0.0
2,38,45.38870024681091,24.0,14.7,10.157894736842104,45,0.063448675,0.063448675,1e-05,0.0
2,39,45.6774787902832,3.0,15.0,9.974358974358974,45,0.063448675,0.063448675,1e-05,0.0
2,40,45.840577602386475,1.0,14.7,9.75,45,0.063448675,0.063448675,1e-05,0.0
2,41,46.34566569328308,7.0,15.3,9.682926829268293,45,0.063448675,0.063448675,1e-05,0.0
2,42,46.4526584148407,0.0,14.7,9.452380952380953,45,0.063448675,0.063448675,1e-05,0.0
2,43,46.94023942947388,7.0,11.5,9.395348837209303,45,0.063448675,0.063448675,1e-05,0.0
2,44,47.31909728050232,5.0,11.3,9.295454545454545,45,0.063448675,0.063448675,1e-05,0.0
2,45,47.42872214317322,0.0,8.0,9.088888888888889,45,0.063448675,0.063448675,1e-05,0.0
2,46,47.64190363883972,2.0,5.8,8.934782608695652,45,0.063448675,0.063448675,1e-05,0.0
2,47,47.94067335128784,4.0,5.3,8.829787234042554,45,0.063448675,0.063448675,1e-05,0.0
2,48,48.31768846511841,5.0,3.4,8.75,45,0.063448675,0.063448675,1e-05,0.0
2,49,48.4745078086853,1.0,3.2,8.591836734693878,45,0.063448675,0.063448675,1e-05,0.0
2,50,49.012240409851074,8.0,3.9,8.58,45,0.063448675,0.063448675,1e-05,0.0
2,51,49.50711250305176,7.0,3.9,8.549019607843137,45,0.063448675,0.063448675,1e-05,0.0
2,52,49.6639928817749,1.0,4.0,8.403846153846153,45,0.063448675,0.063448675,1e-05,0.0
2,53,49.77568960189819,0.0,3.3,8.245283018867925,45,0.063448675,0.063448675,1e-05,0.0
2,54,49.96016001701355,2.0,3.0,8.12962962962963,45,0.063448675,0.063448675,1e-05,0.0
2,55,50.129175424575806,1.0,3.1,8.0,45,0.063448675,0.063448675,1e-05,0.0
2,56,50.79223585128784,10.0,3.9,8.035714285714286,45,0.063448675,0.063448675,1e-05,0.0
2,57,51.07622027397156,3.0,3.8,7.947368421052632,45,0.063448675,0.063448675,1e-05,0.0
2,58,51.32067799568176,3.0,3.6,7.862068965517241,45,0.063448675,0.063448675,1e-05,0.0
2,59,51.42630887031555,0.0,3.5,7.728813559322034,45,0.063448675,0.063448675,1e-05,0.0
2,60,51.55459952354431,0.0,2.7,7.6,45,0.063448675,0.063448675,1e-05,0.0
2,61,51.711358070373535,1.0,2.1,7.491803278688525,45,0.063448675,0.063448675,1e-05,0.0
2,62,52.08975052833557,5.0,2.5,7.451612903225806,45,0.063448675,0.063448675,1e-05,0.0
2,63,52.22062921524048,0.0,2.5,7.333333333333333,45,0.063448675,0.063448675,1e-05,0.0
2,64,52.88019776344299,10.0,3.3,7.375,45,0.063448675,0.063448675,1e-05,0.0
2,65,52.98841381072998,0.0,3.2,7.2615384615384615,45,0.063448675,0.063448675,1e-05,0.0
2,66,53.09419512748718,0.0,2.2,7.151515151515151,45,0.063448675,0.063448675,1e-05,0.0
