iter,game_number,elapsed_time,last_1_avg,last_10_avg,last_100_avg,max_score_log,loss_train,loss_predict,learning_rate,epsilon
0,1,0.9201698303222656,0.0,0.0,0.0,0,-1,-1,1e-05,1
0,2,1.5836670398712158,0.0,0.0,0.0,0,-1,-1,1e-05,1
0,3,1.6594641208648682,0.0,0.0,0.0,0,-1,-1,1e-05,1
0,4,1.7362592220306396,0.0,0.0,0.0,0,-1,-1,1e-05,1
0,5,1.827040195465088,0.0,0.0,0.0,0,-1,-1,1e-05,1
0,6,1.9058058261871338,0.0,0.0,0.0,0,-1,-1,1e-05,1
0,7,2.0185418128967285,1.0,0.14285714285714285,0.14285714285714285,1,-1,-1,1e-05,1
0,8,2.0968902111053467,0.0,0.125,0.125,1,-1,-1,1e-05,1
0,9,2.1757619380950928,0.0,0.1111111111111111,0.1111111111111111,1,-1,-1,1e-05,1
0,10,2.2535297870635986,0.0,0.1,0.1,1,-1,-1,1e-05,1
0,11,2.375270366668701,1.0,0.2,0.18181818181818182,1,-1,-1,1e-05,1
0,12,2.4530372619628906,0.0,0.2,0.16666666666666666,1,-1,-1,1e-05,1
0,13,2.535865068435669,0.0,0.2,0.15384615384615385,1,-1,-1,1e-05,1
0,14,2.6345760822296143,0.0,0.2,0.14285714285714285,1,-1,-1,1e-05,1
0,15,2.711441993713379,0.0,0.2,0.13333333333333333,1,-1,-1,1e-05,1
0,16,2.788238048553467,0.0,0.2,0.125,1,-1,-1,1e-05,1
0,17,2.8979790210723877,1.0,0.2,0.17647058823529413,1,-1,-1,1e-05,1
0,18,2.9817259311676025,0.0,0.2,0.16666666666666666,1,-1,-1,1e-05,1
0,19,3.061537742614746,0.0,0.2,0.15789473684210525,1,-1,-1,1e-05,1
0,20,3.1383349895477295,0.0,0.2,0.15,1,-1,-1,1e-05,1
0,21,3.2151553630828857,0.0,0.1,0.14285714285714285,1,-1,-1,1e-05,1
0,22,3.292046070098877,0.0,0.1,0.13636363636363635,1,-1,-1,1e-05,1
0,23,3.406738758087158,1.0,0.2,0.17391304347826086,1,-1,-1,1e-05,1
0,24,3.484506368637085,0.0,0.2,0.16666666666666666,1,-1,-1,1e-05,1
0,25,3.5725886821746826,0.0,0.2,0.16,1,-1,-1,1e-05,1
0,26,3.6503803730010986,0.0,0.2,0.15384615384615385,1,-1,-1,1e-05,1
0,27,3.7301430702209473,0.0,0.1,0.14814814814814814,1,-1,-1,1e-05,1
0,28,3.821990489959717,0.0,0.1,0.14285714285714285,1,-1,-1,1e-05,1
0,29,3.8997490406036377,0.0,0.1,0.13793103448275862,1,-1,-1,1e-05,1
0,30,3.977540969848633,0.0,0.1,0.13333333333333333,1,-1,-1,1e-05,1
0,31,4.062338829040527,0.0,0.1,0.12903225806451613,1,-1,-1,1e-05,1
