iter,game_number,elapsed_time,last_100_avg,max_score_log,loss_train
0,1,0.03862714767456055,0.0,0,-1
0,2,0.14835262298583984,0.0,0,-1
0,3,0.25081634521484375,0.0,0,-1
0,4,0.355755090713501,0.0,0,-1
0,5,0.45705246925354004,0.0,0,-1
0,6,0.5630755424499512,0.0,0,-1
0,7,0.6980273723602295,0.14285714285714285,1,-1
0,8,0.8020670413970947,0.125,1,-1
0,9,0.8941338062286377,0.1111111111111111,1,-1
0,10,0.9976773262023926,0.1,1,-1
0,11,1.0868847370147705,0.09090909090909091,1,-1
0,12,1.1923434734344482,0.08333333333333333,1,-1
0,13,1.307316541671753,0.15384615384615385,1,-1
0,14,1.4104256629943848,0.14285714285714285,1,-1
0,15,1.5260231494903564,0.2,1,-1
0,16,1.6181087493896484,0.1875,1,-1
0,17,1.7219171524047852,0.17647058823529413,1,-1
0,18,1.824277400970459,0.16666666666666666,1,-1
0,19,1.917433500289917,0.15789473684210525,1,-1
0,20,2.028184652328491,0.15,1,-1
0,21,2.122694492340088,0.14285714285714285,1,-1
0,22,2.228172779083252,0.13636363636363635,1,-1
0,23,2.3309521675109863,0.13043478260869565,1,-1
0,24,2.434640407562256,0.125,1,-1
0,25,2.537125825881958,0.12,1,-1
0,26,2.641916275024414,0.11538461538461539,1,-1
0,27,2.7427642345428467,0.1111111111111111,1,-1
0,28,2.8509676456451416,0.10714285714285714,1,-1
0,29,2.9539427757263184,0.10344827586206896,1,-1
0,30,3.0468201637268066,0.1,1,-1
0,31,3.158241033554077,0.0967741935483871,1,-1
0,32,3.259643077850342,0.09375,1,-1
0,33,3.350145101547241,0.09090909090909091,1,-1
0,34,3.453108310699463,0.08823529411764706,1,-1
0,35,3.591740608215332,0.11428571428571428,1,-1
0,36,3.72481632232666,0.1388888888888889,1,-1
0,37,3.8325438499450684,0.13513513513513514,1,-1
0,38,3.9467482566833496,0.13157894736842105,1,-1
0,39,4.051184892654419,0.1282051282051282,1,-1
0,40,4.15969705581665,0.125,1,-1
0,41,4.263708591461182,0.12195121951219512,1,-1
0,42,4.3702616691589355,0.11904761904761904,1,-1
0,43,4.510390043258667,0.16279069767441862,2,-1
0,44,4.646444320678711,0.18181818181818182,2,-1
0,45,4.749749422073364,0.17777777777777778,2,-1
0,46,4.855809211730957,0.17391304347826086,2,-1
0,47,4.9615912437438965,0.1702127659574468,2,-1
0,48,5.064848184585571,0.16666666666666666,2,-1
0,49,5.174206256866455,0.16326530612244897,2,-1
0,50,5.2782816886901855,0.16,2,-1
0,51,5.371714353561401,0.1568627450980392,2,-1
0,52,5.475262403488159,0.15384615384615385,2,-1
0,53,5.568008899688721,0.1509433962264151,2,-1
0,54,5.699893951416016,0.16666666666666666,2,-1
0,55,5.791046380996704,0.16363636363636364,2,-1
