iter,game_number,elapsed_time,last_1_avg,last_10_avg,last_100_avg,max_score_log,max_diff
0,1,14.500442266464233,0.0,0.0,0.0,0,-1
0,2,14.584096193313599,0.0,0.0,0.0,0,-1
0,3,14.655285596847534,0.0,0.0,0.0,0,-1
0,4,14.744964361190796,0.0,0.0,0.0,0,-1
0,5,14.82660984992981,0.0,0.0,0.0,0,-1
0,6,14.906221628189087,0.0,0.0,0.0,0,-1
0,7,14.994365930557251,0.0,0.0,0.0,0,-1
0,8,15.040963649749756,0.0,0.0,0.0,0,-1
1,9,15.09563660621643,0.0,0.0,0.0,0,0.5285929
1,10,15.180834293365479,0.0,0.0,0.0,0,0.5285929
1,11,15.29160451889038,1.0,0.1,0.09090909090909091,1,0.5285929
1,12,15.375855922698975,0.0,0.1,0.08333333333333333,1,0.5285929
1,13,15.427206993103027,0.0,0.1,0.07692307692307693,1,0.5285929
1,14,15.585771083831787,3.0,0.4,0.2857142857142857,3,0.5285929
1,15,15.675010681152344,0.0,0.4,0.26666666666666666,3,0.5285929
2,16,15.76280927658081,0.0,0.4,0.25,3,0.6142218115714623
2,17,15.848138093948364,0.0,0.4,0.23529411764705882,3,0.6142218115714623
2,18,15.936067819595337,0.0,0.4,0.2222222222222222,3,0.6142218115714623
2,19,16.02141499519348,0.0,0.4,0.21052631578947367,3,0.6142218115714623
2,20,16.108484983444214,0.0,0.4,0.2,3,0.6142218115714623
2,21,16.17120599746704,0.0,0.3,0.19047619047619047,3,0.6142218115714623
2,22,16.283559322357178,1.0,0.4,0.22727272727272727,3,0.6142218115714623
2,23,16.374855279922485,0.0,0.4,0.21739130434782608,3,0.6142218115714623
3,24,16.464991092681885,0.0,0.1,0.20833333333333334,3,0.6429882929996694
3,25,16.549433708190918,0.0,0.1,0.2,3,0.6429882929996694
3,26,16.64359188079834,0.0,0.1,0.19230769230769232,3,0.6429882929996694
3,27,16.72731375694275,0.0,0.1,0.18518518518518517,3,0.6429882929996694
3,28,16.78543210029602,0.0,0.1,0.17857142857142858,3,0.6429882929996694
3,29,16.872135877609253,0.0,0.1,0.1724137931034483,3,0.6429882929996694
3,30,16.963676929473877,0.0,0.1,0.16666666666666666,3,0.6429882929996694
3,31,17.02183246612549,0.0,0.1,0.16129032258064516,3,0.6429882929996694
3,32,17.136636972427368,1.0,0.1,0.1875,3,0.6429882929996694
4,33,17.18727135658264,0.0,0.1,0.18181818181818182,3,0.6692371567372696
4,34,17.2963387966156,1.0,0.2,0.20588235294117646,3,0.6692371567372696
4,35,17.38758659362793,0.0,0.2,0.2,3,0.6692371567372696
4,36,17.465524911880493,0.0,0.2,0.19444444444444445,3,0.6692371567372696
4,37,17.514976024627686,0.0,0.2,0.1891891891891892,3,0.6692371567372696
4,38,17.570123195648193,0.0,0.2,0.18421052631578946,3,0.6692371567372696
4,39,17.65587830543518,0.0,0.2,0.1794871794871795,3,0.6692371567372696
4,40,17.722623825073242,0.0,0.2,0.175,3,0.6692371567372696
4,41,17.809712409973145,0.0,0.2,0.17073170731707318,3,0.6692371567372696
4,42,17.870397329330444,0.0,0.1,0.16666666666666666,3,0.6692371567372696
5,43,17.925045251846313,0.0,0.1,0.16279069767441862,3,0.759263103577323
5,44,18.011542081832886,0.0,0.0,0.1590909090909091,3,0.759263103577323
5,45,18.097930908203125,0.0,0.0,0.15555555555555556,3,0.759263103577323
5,46,18.18715262413025,0.0,0.0,0.15217391304347827,3,0.759263103577323
