iter,game_number,elapsed_time,last_100_avg,max_score_log,loss_train,loss_predict
0,1,0.9172253608703613,0.0,0,-1,-1
0,2,1.5812723636627197,0.0,0,-1,-1
0,3,2.2391273975372314,0.3333333333333333,1,-1,-1
0,4,2.8226144313812256,0.25,1,-1,-1
0,5,3.4410958290100098,0.2,1,-1,-1
0,6,4.037793397903442,0.3333333333333333,1,-1,-1
0,7,4.6554296016693115,0.2857142857142857,1,-1,-1
0,8,5.218074321746826,0.25,1,-1,-1
0,9,6.026745080947876,0.2222222222222222,1,-1,-1
0,10,6.58060359954834,0.2,1,-1,-1
0,11,7.177715539932251,0.18181818181818182,1,-1,-1
0,12,7.728416442871094,0.16666666666666666,1,-1,-1
0,13,8.308528661727905,0.15384615384615385,1,-1,-1
0,14,8.881718873977661,0.14285714285714285,1,-1,-1
0,15,9.459035634994507,0.13333333333333333,1,-1,-1
0,16,10.032144784927368,0.125,1,-1,-1
0,17,10.65833592414856,0.11764705882352941,1,-1,-1
0,18,11.223049402236938,0.1111111111111111,1,-1,-1
0,19,11.775387525558472,0.10526315789473684,1,-1,-1
0,20,12.359975814819336,0.1,1,-1,-1
0,21,12.934142351150513,0.09523809523809523,1,-1,-1
0,22,13.515559673309326,0.09090909090909091,1,-1,-1
0,23,14.089929580688477,0.08695652173913043,1,-1,-1
0,24,14.643640279769897,0.08333333333333333,1,-1,-1
0,25,15.595638275146484,0.12,1,-1,-1
0,26,16.15798807144165,0.11538461538461539,1,-1,-1
0,27,16.786958932876587,0.14814814814814814,1,-1,-1
0,28,17.42861270904541,0.14285714285714285,1,-1,-1
0,29,18.06859517097473,0.13793103448275862,1,-1,-1
0,30,18.70292067527771,0.13333333333333333,1,-1,-1
0,31,19.333723306655884,0.12903225806451613,1,-1,-1
0,32,20.01107168197632,0.15625,1,-1,-1
0,33,20.775233268737793,0.15151515151515152,1,-1,-1
0,34,21.394302368164062,0.14705882352941177,1,-1,-1
0,35,21.999946355819702,0.14285714285714285,1,-1,-1
0,36,22.61996078491211,0.1388888888888889,1,-1,-1
0,37,23.234273672103882,0.13513513513513514,1,-1,-1
0,38,23.850175857543945,0.13157894736842105,1,-1,-1
0,39,24.462634086608887,0.1282051282051282,1,-1,-1
0,40,25.07323384284973,0.125,1,-1,-1
0,41,25.67664074897766,0.12195121951219512,1,-1,-1
0,42,26.37864351272583,0.11904761904761904,1,-1,-1
0,43,26.984270572662354,0.11627906976744186,1,-1,-1
0,44,27.584492683410645,0.11363636363636363,1,-1,-1
0,45,28.19161367416382,0.1111111111111111,1,-1,-1
0,46,28.844862699508667,0.13043478260869565,1,-1,-1
0,47,29.445756912231445,0.1276595744680851,1,-1,-1
0,48,30.06051993370056,0.125,1,-1,-1
0,49,30.659833431243896,0.12244897959183673,1,-1,-1
0,50,31.34231972694397,0.12,1,-1,-1
0,51,31.948932647705078,0.11764705882352941,1,-1,-1
0,52,32.53199100494385,0.11538461538461539,1,-1,-1
0,53,33.149863719940186,0.11320754716981132,1,-1,-1
0,54,33.74275851249695,0.1111111111111111,1,-1,-1
0,55,34.38965725898743,0.12727272727272726,1,-1,-1
0,56,35.083784341812134,0.16071428571428573,2,-1,-1
0,57,35.69351363182068,0.15789473684210525,2,-1,-1
0,58,36.43267583847046,0.1896551724137931,2,-1,-1
0,59,37.016796827316284,0.1864406779661017,2,-1,-1
0,60,37.59420728683472,0.18333333333333332,2,-1,-1
0,61,38.1778461933136,0.18032786885245902,2,-1,-1
0,62,38.76294946670532,0.1774193548387097,2,-1,-1
0,63,39.33008289337158,0.1746031746031746,2,-1,-1
0,64,39.906840562820435,0.171875,2,-1,-1
0,65,40.488436698913574,0.16923076923076924,2,-1,-1
0,66,41.35075330734253,0.16666666666666666,2,-1,-1
0,67,41.925358295440674,0.16417910447761194,2,-1,-1
0,68,42.50037336349487,0.16176470588235295,2,-1,-1
0,69,43.10361289978027,0.17391304347826086,2,-1,-1
0,70,43.67884945869446,0.17142857142857143,2,-1,-1
0,71,44.25565481185913,0.16901408450704225,2,-1,-1
0,72,44.79535508155823,0.16666666666666666,2,-1,-1
0,73,45.370516300201416,0.1643835616438356,2,-1,-1
0,74,46.256914377212524,0.16216216216216217,2,-1,-1
0,75,46.83484148979187,0.16,2,-1,-1
0,76,47.41067361831665,0.15789473684210525,2,-1,-1
0,77,47.988125801086426,0.15584415584415584,2,-1,-1
0,78,48.56191682815552,0.15384615384615385,2,-1,-1
0,79,49.19636583328247,0.16455696202531644,2,-1,-1
0,80,49.7851881980896,0.1625,2,-1,-1
0,81,50.35699248313904,0.16049382716049382,2,-1,-1
0,82,50.934659481048584,0.15853658536585366,2,-1,-1
