iter,game_number,elapsed_time,last_1_avg,last_10_avg,last_100_avg,max_score_log,loss_train,learning_rate,epsilon
0,1,0.08023953437805176,1.0,1.0,1.0,1,-1,0.01,1
0,2,0.2240891456604004,1.0,1.0,1.0,1,-1,0.01,1
0,3,0.3431220054626465,0.0,0.6666666666666666,0.6666666666666666,1,-1,0.01,1
0,4,0.4564237594604492,0.0,0.5,0.5,1,-1,0.01,1
0,5,0.5647397041320801,0.0,0.4,0.4,1,-1,0.01,1
0,6,0.701256275177002,1.0,0.5,0.5,1,-1,0.01,1
0,7,0.826629638671875,1.0,0.5714285714285714,0.5714285714285714,1,-1,0.01,1
0,8,0.9371027946472168,0.0,0.5,0.5,1,-1,0.01,1
0,9,1.0761356353759766,1.0,0.5555555555555556,0.5555555555555556,1,-1,0.01,1
0,10,1.1804099082946777,0.0,0.5,0.5,1,-1,0.01,1
0,11,1.295358419418335,0.0,0.4,0.45454545454545453,1,-1,0.01,1
0,12,1.408437728881836,0.0,0.3,0.4166666666666667,1,-1,0.01,1
0,13,1.5348708629608154,1.0,0.4,0.46153846153846156,1,-1,0.01,1
0,14,1.6554865837097168,0.0,0.4,0.42857142857142855,1,-1,0.01,1
0,15,1.7652957439422607,0.0,0.4,0.4,1,-1,0.01,1
0,16,1.9022789001464844,1.0,0.4,0.4375,1,-1,0.01,1
0,17,2.016575336456299,0.0,0.3,0.4117647058823529,1,-1,0.01,1
0,18,2.1359572410583496,0.0,0.3,0.3888888888888889,1,-1,0.01,1
0,19,2.2487194538116455,0.0,0.2,0.3684210526315789,1,-1,0.01,1
0,20,2.3623578548431396,0.0,0.2,0.35,1,-1,0.01,1
0,21,2.480173110961914,1.0,0.3,0.38095238095238093,1,-1,0.01,1
0,22,2.6100144386291504,0.0,0.3,0.36363636363636365,1,-1,0.01,1
0,23,2.7363715171813965,1.0,0.3,0.391304347826087,1,-1,0.01,1
0,24,2.8476603031158447,0.0,0.3,0.375,1,-1,0.01,1
0,25,2.956963300704956,0.0,0.3,0.36,1,-1,0.01,1
0,26,3.0702965259552,0.0,0.2,0.34615384615384615,1,-1,0.01,1
0,27,3.1895031929016113,0.0,0.2,0.3333333333333333,1,-1,0.01,1
0,28,3.3027029037475586,0.0,0.2,0.32142857142857145,1,-1,0.01,1
0,29,3.412515163421631,0.0,0.2,0.3103448275862069,1,-1,0.01,1
0,30,3.5523667335510254,1.0,0.3,0.3333333333333333,1,-1,0.01,1
0,31,3.6681747436523438,0.0,0.2,0.3225806451612903,1,-1,0.01,1
0,32,3.773463487625122,0.0,0.2,0.3125,1,-1,0.01,1
0,33,3.890775203704834,0.0,0.1,0.30303030303030304,1,-1,0.01,1
0,34,4.003720760345459,0.0,0.1,0.29411764705882354,1,-1,0.01,1
0,35,4.099916696548462,0.0,0.1,0.2857142857142857,1,-1,0.01,1
0,36,4.232858180999756,1.0,0.2,0.3055555555555556,1,-1,0.01,1
0,37,4.344892501831055,0.0,0.2,0.2972972972972973,1,-1,0.01,1
0,38,4.458570957183838,0.0,0.2,0.2894736842105263,1,-1,0.01,1
0,39,4.570241928100586,0.0,0.2,0.28205128205128205,1,-1,0.01,1
0,40,4.688962697982788,0.0,0.1,0.275,1,-1,0.01,1
0,41,4.85889458656311,2.0,0.3,0.3170731707317073,2,-1,0.01,1
0,42,4.970963478088379,0.0,0.3,0.30952380952380953,2,-1,0.01,1
0,43,5.092169284820557,0.0,0.3,0.3023255813953488,2,-1,0.01,1
0,44,5.21649956703186,0.0,0.3,0.29545454545454547,2,-1,0.01,1
0,45,5.330300807952881,0.0,0.3,0.28888888888888886,2,-1,0.01,1
0,46,5.44109582901001,0.0,0.2,0.2826086956521739,2,-1,0.01,1
0,47,5.550386428833008,0.0,0.2,0.2765957446808511,2,-1,0.01,1
0,48,5.666706800460815,0.0,0.2,0.2708333333333333,2,-1,0.01,1
0,49,5.778931140899658,0.0,0.2,0.2653061224489796,2,-1,0.01,1
0,50,5.897487163543701,0.0,0.2,0.26,2,-1,0.01,1
0,51,6.024402856826782,0.0,0.0,0.2549019607843137,2,-1,0.01,1
0,52,6.1522462368011475,0.0,0.0,0.25,2,-1,0.01,1
0,53,6.274065732955933,0.0,0.0,0.24528301886792453,2,-1,0.01,1
0,54,6.396742582321167,0.0,0.0,0.24074074074074073,2,-1,0.01,1
0,55,6.5265867710113525,0.0,0.0,0.23636363636363636,2,-1,0.01,1
0,56,6.650418996810913,0.0,0.0,0.23214285714285715,2,-1,0.01,1
0,57,6.777257919311523,0.0,0.0,0.22807017543859648,2,-1,0.01,1
0,58,6.903091669082642,0.0,0.0,0.22413793103448276,2,-1,0.01,1
0,59,7.0549798011779785,1.0,0.1,0.23728813559322035,2,-1,0.01,1
0,60,7.216489315032959,1.0,0.2,0.25,2,-1,0.01,1
0,61,7.331168174743652,0.0,0.2,0.2459016393442623,2,-1,0.01,1
0,62,7.450719118118286,0.0,0.2,0.24193548387096775,2,-1,0.01,1
0,63,7.56636381149292,0.0,0.2,0.23809523809523808,2,-1,0.01,1
1,64,7.808199405670166,0.0,0.2,0.234375,2,0.10938944,0.0097,0.97
1,65,7.892925024032593,0.0,0.2,0.23076923076923078,2,0.10938944,0.0097,0.97
1,66,7.956097364425659,0.0,0.2,0.22727272727272727,2,0.10938944,0.0097,0.97
1,67,8.02076530456543,0.0,0.2,0.22388059701492538,2,0.10938944,0.0097,0.97
1,68,8.111911535263062,0.0,0.2,0.22058823529411764,2,0.10938944,0.0097,0.97
1,69,8.1994309425354,0.0,0.1,0.21739130434782608,2,0.10938944,0.0097,0.97
1,70,8.274601936340332,0.0,0.0,0.21428571428571427,2,0.10938944,0.0097,0.97
1,71,8.362065076828003,0.0,0.0,0.2112676056338028,2,0.10938944,0.0097,0.97
1,72,8.439259052276611,0.0,0.0,0.20833333333333334,2,0.10938944,0.0097,0.97
1,73,8.515478372573853,0.0,0.0,0.2054794520547945,2,0.10938944,0.0097,0.97
1,74,8.591691017150879,0.0,0.0,0.20270270270270271,2,0.10938944,0.0097,0.97
1,75,8.670087814331055,0.0,0.0,0.2,2,0.10938944,0.0097,0.97
1,76,8.746260166168213,0.0,0.0,0.19736842105263158,2,0.10938944,0.0097,0.97
1,77,8.818460702896118,0.0,0.0,0.19480519480519481,2,0.10938944,0.0097,0.97
1,78,8.895183324813843,0.0,0.0,0.19230769230769232,2,0.10938944,0.0097,0.97
1,79,8.95886754989624,0.0,0.0,0.189873417721519,2,0.10938944,0.0097,0.97
1,80,9.035153865814209,0.0,0.0,0.1875,2,0.10938944,0.0097,0.97
1,81,9.098850011825562,0.0,0.0,0.18518518518518517,2,0.10938944,0.0097,0.97
1,82,9.173464298248291,0.0,0.0,0.18292682926829268,2,0.10938944,0.0097,0.97
