iter,game_number,elapsed_time,last_1_avg,last_10_avg,last_100_avg,max_score_log,max_diff
0,1,2.7751009464263916,0.0,0.0,0.0,0,-1
0,2,2.825719118118286,0.0,0.0,0.0,0,-1
0,3,2.906162738800049,0.0,0.0,0.0,0,-1
0,4,2.9888663291931152,0.0,0.0,0.0,0,-1
0,5,3.0410032272338867,0.0,0.0,0.0,0,-1
0,6,3.0861563682556152,0.0,0.0,0.0,0,-1
0,7,3.1647586822509766,0.0,0.0,0.0,0,-1
0,8,3.249484062194824,0.0,0.0,0.0,0,-1
0,9,3.2955000400543213,0.0,0.0,0.0,0,-1
0,10,3.3737359046936035,0.0,0.0,0.0,0,-1
1,11,3.4449284076690674,0.0,0.0,0.0,0,0.544
1,12,3.532630443572998,0.0,0.0,0.0,0,0.544
1,13,3.6088571548461914,0.0,0.0,0.0,0,0.544
1,14,3.669996738433838,0.0,0.0,0.0,0,0.544
1,15,3.7477309703826904,0.0,0.0,0.0,0,0.544
1,16,3.8394744396209717,0.0,0.0,0.0,0,0.544
1,17,3.9226956367492676,0.0,0.0,0.0,0,0.544
1,18,4.044523239135742,2.0,0.2,0.1111111111111111,2,0.544
1,19,4.1091930866241455,0.0,0.2,0.10526315789473684,2,0.544
2,20,4.193415403366089,0.0,0.2,0.1,2,0.59584
2,21,4.2776124477386475,0.0,0.2,0.09523809523809523,2,0.59584
2,22,4.36553692817688,0.0,0.2,0.09090909090909091,2,0.59584
2,23,4.438763618469238,0.0,0.2,0.08695652173913043,2,0.59584
2,24,4.526997327804565,0.0,0.2,0.08333333333333333,2,0.59584
2,25,4.605724573135376,0.0,0.2,0.08,2,0.59584
2,26,4.6828813552856445,0.0,0.2,0.07692307692307693,2,0.59584
2,27,4.795846462249756,1.0,0.3,0.1111111111111111,2,0.59584
2,28,4.845979690551758,0.0,0.1,0.10714285714285714,2,0.59584
3,29,4.91065239906311,0.0,0.1,0.10344827586206896,2,0.8670162334474381
3,30,5.000657320022583,0.0,0.1,0.1,2,0.8670162334474381
3,31,5.088413953781128,0.0,0.1,0.0967741935483871,2,0.8670162334474381
3,32,5.179632902145386,0.0,0.1,0.09375,2,0.8670162334474381
3,33,5.270909070968628,0.0,0.1,0.09090909090909091,2,0.8670162334474381
3,34,5.383207559585571,1.0,0.2,0.11764705882352941,2,0.8670162334474381
3,35,5.470906972885132,0.0,0.2,0.11428571428571428,2,0.8670162334474381
3,36,5.555739402770996,0.0,0.2,0.1111111111111111,2,0.8670162334474381
4,37,5.642529249191284,0.0,0.1,0.10810810810810811,2,0.8834204638317561
4,38,5.732734680175781,0.0,0.1,0.10526315789473684,2,0.8834204638317561
4,39,5.825015068054199,0.0,0.1,0.10256410256410256,2,0.8834204638317561
4,40,5.910234451293945,0.0,0.1,0.1,2,0.8834204638317561
4,41,5.994670629501343,0.0,0.1,0.0975609756097561,2,0.8834204638317561
4,42,6.089117050170898,0.0,0.1,0.09523809523809523,2,0.8834204638317561
4,43,6.175532341003418,0.0,0.1,0.09302325581395349,2,0.8834204638317561
4,44,6.266577959060669,0.0,0.0,0.09090909090909091,2,0.8834204638317561
5,45,6.350783586502075,0.0,0.0,0.08888888888888889,2,0.9817110638599155
5,46,6.44551157951355,0.0,0.0,0.08695652173913043,2,0.9817110638599155
5,47,6.53742790222168,0.0,0.0,0.0851063829787234,2,0.9817110638599155
5,48,6.622154474258423,0.0,0.0,0.08333333333333333,2,0.9817110638599155
5,49,6.70894718170166,0.0,0.0,0.08163265306122448,2,0.9817110638599155
5,50,6.798686981201172,0.0,0.0,0.08,2,0.9817110638599155
5,51,6.907747030258179,1.0,0.1,0.09803921568627451,2,0.9817110638599155
5,52,7.086300373077393,0.0,0.1,0.09615384615384616,2,0.9817110638599155
6,53,7.152476072311401,0.0,0.1,0.09433962264150944,2,0.8275825910458288
6,54,7.237707853317261,0.0,0.1,0.09259259259259259,2,0.8275825910458288
6,55,7.360411167144775,1.0,0.2,0.10909090909090909,2,0.8275825910458288
6,56,7.468700647354126,1.0,0.3,0.125,2,0.8275825910458288
6,57,7.576460838317871,1.0,0.4,0.14035087719298245,2,0.8275825910458288
6,58,7.664827346801758,0.0,0.4,0.13793103448275862,2,0.8275825910458288
6,59,7.722450494766235,0.0,0.4,0.13559322033898305,2,0.8275825910458288
7,60,7.816464424133301,0.0,0.4,0.13333333333333333,2,0.8620569092075816
7,61,7.903074264526367,0.0,0.3,0.13114754098360656,2,0.8620569092075816
7,62,7.989793300628662,0.0,0.3,0.12903225806451613,2,0.8620569092075816
