iter,game_number,elapsed_time,last_1_avg,last_10_avg,last_100_avg,max_score_log,loss_train,learning_rate,epsilon
0,1,0.041351318359375,0.0,0.0,0.0,0,-1,0.01,1
0,2,0.13876938819885254,0.0,0.0,0.0,0,-1,0.01,1
0,3,0.27179813385009766,1.0,0.3333333333333333,0.3333333333333333,1,-1,0.01,1
0,4,0.39787769317626953,0.0,0.25,0.25,1,-1,0.01,1
0,5,0.5020182132720947,0.0,0.2,0.2,1,-1,0.01,1
0,6,0.5959808826446533,0.0,0.16666666666666666,0.16666666666666666,1,-1,0.01,1
0,7,0.7521371841430664,2.0,0.42857142857142855,0.42857142857142855,2,-1,0.01,1
0,8,0.8564510345458984,0.0,0.375,0.375,2,-1,0.01,1
0,9,0.9567832946777344,0.0,0.3333333333333333,0.3333333333333333,2,-1,0.01,1
0,10,1.0541267395019531,0.0,0.3,0.3,2,-1,0.01,1
0,11,1.152388572692871,0.0,0.3,0.2727272727272727,2,-1,0.01,1
0,12,1.2638113498687744,0.0,0.3,0.25,2,-1,0.01,1
0,13,1.3917663097381592,1.0,0.3,0.3076923076923077,2,-1,0.01,1
0,14,1.4983582496643066,0.0,0.3,0.2857142857142857,2,-1,0.01,1
0,15,1.6023592948913574,0.0,0.3,0.26666666666666666,2,-1,0.01,1
0,16,1.7042088508605957,0.0,0.3,0.25,2,-1,0.01,1
0,17,1.7946624755859375,0.0,0.1,0.23529411764705882,2,-1,0.01,1
0,18,1.8987576961517334,0.0,0.1,0.2222222222222222,2,-1,0.01,1
0,19,2.003143072128296,0.0,0.1,0.21052631578947367,2,-1,0.01,1
0,20,2.115095615386963,0.0,0.1,0.2,2,-1,0.01,1
0,21,2.2262868881225586,0.0,0.1,0.19047619047619047,2,-1,0.01,1
0,22,2.3273391723632812,0.0,0.1,0.18181818181818182,2,-1,0.01,1
0,23,2.4307475090026855,0.0,0.0,0.17391304347826086,2,-1,0.01,1
0,24,2.5219838619232178,0.0,0.0,0.16666666666666666,2,-1,0.01,1
0,25,2.630080461502075,0.0,0.0,0.16,2,-1,0.01,1
0,26,2.732719659805298,0.0,0.0,0.15384615384615385,2,-1,0.01,1
0,27,2.8399531841278076,0.0,0.0,0.14814814814814814,2,-1,0.01,1
0,28,2.9414870738983154,0.0,0.0,0.14285714285714285,2,-1,0.01,1
0,29,3.069267749786377,1.0,0.1,0.1724137931034483,2,-1,0.01,1
0,30,3.1755785942077637,0.0,0.1,0.16666666666666666,2,-1,0.01,1
0,31,3.288944959640503,0.0,0.1,0.16129032258064516,2,-1,0.01,1
0,32,3.3828201293945312,0.0,0.1,0.15625,2,-1,0.01,1
0,33,3.4872806072235107,0.0,0.1,0.15151515151515152,2,-1,0.01,1
0,34,3.591028928756714,0.0,0.1,0.14705882352941177,2,-1,0.01,1
0,35,3.7229063510894775,1.0,0.2,0.17142857142857143,2,-1,0.01,1
0,36,3.8277735710144043,0.0,0.2,0.16666666666666666,2,-1,0.01,1
0,37,3.9277119636535645,0.0,0.2,0.16216216216216217,2,-1,0.01,1
0,38,4.024668216705322,0.0,0.2,0.15789473684210525,2,-1,0.01,1
0,39,4.1322243213653564,0.0,0.1,0.15384615384615385,2,-1,0.01,1
0,40,4.234139919281006,0.0,0.1,0.15,2,-1,0.01,1
0,41,4.334517955780029,0.0,0.1,0.14634146341463414,2,-1,0.01,1
0,42,4.447446823120117,0.0,0.1,0.14285714285714285,2,-1,0.01,1
0,43,4.549455881118774,0.0,0.1,0.13953488372093023,2,-1,0.01,1
0,44,4.668855428695679,1.0,0.2,0.1590909090909091,2,-1,0.01,1
0,45,4.771764755249023,0.0,0.1,0.15555555555555556,2,-1,0.01,1
0,46,4.904884099960327,1.0,0.2,0.17391304347826086,2,-1,0.01,1
0,47,5.021155834197998,1.0,0.3,0.19148936170212766,2,-1,0.01,1
0,48,5.127218008041382,0.0,0.3,0.1875,2,-1,0.01,1
0,49,5.233830213546753,0.0,0.3,0.1836734693877551,2,-1,0.01,1
0,50,5.3486549854278564,0.0,0.3,0.18,2,-1,0.01,1
0,51,5.45346736907959,0.0,0.3,0.17647058823529413,2,-1,0.01,1
0,52,5.547360897064209,0.0,0.3,0.17307692307692307,2,-1,0.01,1
0,53,5.652695894241333,0.0,0.3,0.16981132075471697,2,-1,0.01,1
0,54,5.758819580078125,0.0,0.2,0.16666666666666666,2,-1,0.01,1
0,55,5.8890814781188965,1.0,0.3,0.18181818181818182,2,-1,0.01,1
0,56,6.000144004821777,0.0,0.2,0.17857142857142858,2,-1,0.01,1
0,57,6.110870838165283,0.0,0.1,0.17543859649122806,2,-1,0.01,1
