iter,game_number,elapsed_time,last_1_avg,last_10_avg,last_100_avg,max_score_log,loss_train,loss_predict,learning_rate,epsilon
0,1,0.93876051902771,0.0,0.0,0.0,0,-1,-1,0.01,1
0,2,1.6279034614562988,0.0,0.0,0.0,0,-1,-1,0.01,1
0,3,2.292188882827759,1.0,0.3333333333333333,0.3333333333333333,1,-1,-1,0.01,1
0,4,2.9797465801239014,0.0,0.25,0.25,1,-1,-1,0.01,1
0,5,3.660738706588745,0.0,0.2,0.2,1,-1,-1,0.01,1
0,6,4.363430023193359,1.0,0.3333333333333333,0.3333333333333333,1,-1,-1,0.01,1
0,7,4.984428644180298,0.0,0.2857142857142857,0.2857142857142857,1,-1,-1,0.01,1
0,8,5.603941440582275,0.0,0.25,0.25,1,-1,-1,0.01,1
0,9,6.229440689086914,0.0,0.2222222222222222,0.2222222222222222,1,-1,-1,0.01,1
0,10,6.863653182983398,0.0,0.2,0.2,1,-1,-1,0.01,1
0,11,7.495344400405884,0.0,0.2,0.18181818181818182,1,-1,-1,0.01,1
0,12,8.133196830749512,0.0,0.2,0.16666666666666666,1,-1,-1,0.01,1
0,13,8.771615743637085,0.0,0.1,0.15384615384615385,1,-1,-1,0.01,1
0,14,9.623634815216064,0.0,0.1,0.14285714285714285,1,-1,-1,0.01,1
0,15,10.234693765640259,0.0,0.1,0.13333333333333333,1,-1,-1,0.01,1
0,16,10.875715970993042,0.0,0.0,0.125,1,-1,-1,0.01,1
0,17,11.513272762298584,0.0,0.0,0.11764705882352941,1,-1,-1,0.01,1
0,18,12.116587400436401,0.0,0.0,0.1111111111111111,1,-1,-1,0.01,1
0,19,12.769505977630615,0.0,0.0,0.10526315789473684,1,-1,-1,0.01,1
0,20,13.442806005477905,0.0,0.0,0.1,1,-1,-1,0.01,1
0,21,14.086089611053467,0.0,0.0,0.09523809523809523,1,-1,-1,0.01,1
0,22,14.702533483505249,0.0,0.0,0.09090909090909091,1,-1,-1,0.01,1
0,23,15.430105447769165,0.0,0.0,0.08695652173913043,1,-1,-1,0.01,1
0,24,16.049072265625,0.0,0.0,0.08333333333333333,1,-1,-1,0.01,1
0,25,16.692023038864136,0.0,0.0,0.08,1,-1,-1,0.01,1
0,26,17.29710865020752,0.0,0.0,0.07692307692307693,1,-1,-1,0.01,1
0,27,17.907687664031982,0.0,0.0,0.07407407407407407,1,-1,-1,0.01,1
0,28,18.514527082443237,0.0,0.0,0.07142857142857142,1,-1,-1,0.01,1
0,29,19.194434642791748,0.0,0.0,0.06896551724137931,1,-1,-1,0.01,1
0,30,20.15318489074707,0.0,0.0,0.06666666666666667,1,-1,-1,0.01,1
0,31,20.83877182006836,1.0,0.1,0.0967741935483871,1,-1,-1,0.01,1
0,32,21.48971199989319,0.0,0.1,0.09375,1,-1,-1,0.01,1
0,33,22.09668517112732,0.0,0.1,0.09090909090909091,1,-1,-1,0.01,1
0,34,22.765215158462524,1.0,0.2,0.11764705882352941,1,-1,-1,0.01,1
0,35,23.397874116897583,0.0,0.2,0.11428571428571428,1,-1,-1,0.01,1
0,36,24.00387668609619,0.0,0.2,0.1111111111111111,1,-1,-1,0.01,1
0,37,24.665603160858154,1.0,0.3,0.13513513513513514,1,-1,-1,0.01,1
0,38,25.41100001335144,0.0,0.3,0.13157894736842105,1,-1,-1,0.01,1
0,39,26.07082176208496,1.0,0.4,0.15384615384615385,1,-1,-1,0.01,1
0,40,26.700056076049805,0.0,0.4,0.15,1,-1,-1,0.01,1
0,41,27.375253915786743,0.0,0.3,0.14634146341463414,1,-1,-1,0.01,1
0,42,28.005268812179565,0.0,0.3,0.14285714285714285,1,-1,-1,0.01,1
0,43,28.666613817214966,0.0,0.3,0.13953488372093023,1,-1,-1,0.01,1
0,44,29.316359758377075,0.0,0.2,0.13636363636363635,1,-1,-1,0.01,1
0,45,30.267768144607544,0.0,0.2,0.13333333333333333,1,-1,-1,0.01,1
0,46,30.91925024986267,0.0,0.2,0.13043478260869565,1,-1,-1,0.01,1
0,47,31.548343181610107,0.0,0.1,0.1276595744680851,1,-1,-1,0.01,1
0,48,32.17954182624817,0.0,0.1,0.125,1,-1,-1,0.01,1
0,49,32.79220652580261,0.0,0.0,0.12244897959183673,1,-1,-1,0.01,1
0,50,33.46778869628906,1.0,0.1,0.14,1,-1,-1,0.01,1
0,51,34.145556926727295,1.0,0.2,0.1568627450980392,1,-1,-1,0.01,1
0,52,34.75498032569885,0.0,0.2,0.15384615384615385,1,-1,-1,0.01,1
0,53,35.484215259552,0.0,0.2,0.1509433962264151,1,-1,-1,0.01,1
0,54,36.14516496658325,0.0,0.2,0.14814814814814814,1,-1,-1,0.01,1
0,55,36.799445390701294,0.0,0.2,0.14545454545454545,1,-1,-1,0.01,1
0,56,37.40805172920227,0.0,0.2,0.14285714285714285,1,-1,-1,0.01,1
0,57,38.06407618522644,0.0,0.2,0.14035087719298245,1,-1,-1,0.01,1
0,58,38.686684131622314,0.0,0.2,0.13793103448275862,1,-1,-1,0.01,1
0,59,39.30760598182678,0.0,0.2,0.13559322033898305,1,-1,-1,0.01,1
0,60,40.255186319351196,1.0,0.2,0.15,1,-1,-1,0.01,1
0,61,40.88612413406372,0.0,0.1,0.14754098360655737,1,-1,-1,0.01,1
0,62,41.49500918388367,0.0,0.1,0.14516129032258066,1,-1,-1,0.01,1
0,63,42.10293769836426,0.0,0.1,0.14285714285714285,1,-1,-1,0.01,1
0,64,42.71111488342285,0.0,0.1,0.140625,1,-1,-1,0.01,1
0,65,43.340230226516724,0.0,0.1,0.13846153846153847,1,-1,-1,0.01,1
0,66,43.94526767730713,0.0,0.1,0.13636363636363635,1,-1,-1,0.01,1
0,67,44.63102626800537,0.0,0.1,0.13432835820895522,1,-1,-1,0.01,1
0,68,45.27954864501953,0.0,0.1,0.1323529411764706,1,-1,-1,0.01,1
0,69,46.114046573638916,0.0,0.1,0.13043478260869565,1,-1,-1,0.01,1
0,70,46.72689747810364,0.0,0.0,0.12857142857142856,1,-1,-1,0.01,1
0,71,47.348618507385254,0.0,0.0,0.1267605633802817,1,-1,-1,0.01,1
0,72,47.94985890388489,0.0,0.0,0.125,1,-1,-1,0.01,1
0,73,48.579745292663574,0.0,0.0,0.1232876712328767,1,-1,-1,0.01,1
0,74,49.193042278289795,0.0,0.0,0.12162162162162163,1,-1,-1,0.01,1
0,75,49.78526830673218,0.0,0.0,0.12,1,-1,-1,0.01,1
0,76,50.39840006828308,0.0,0.0,0.11842105263157894,1,-1,-1,0.01,1
0,77,51.142704010009766,1.0,0.1,0.12987012987012986,1,-1,-1,0.01,1
0,78,51.81056475639343,1.0,0.2,0.14102564102564102,1,-1,-1,0.01,1
0,79,52.511173486709595,0.0,0.2,0.13924050632911392,1,-1,-1,0.01,1
0,80,53.276423931121826,2.0,0.4,0.1625,2,-1,-1,0.01,1
0,81,53.89381170272827,0.0,0.4,0.16049382716049382,2,-1,-1,0.01,1
0,82,54.55152153968811,0.0,0.4,0.15853658536585366,2,-1,-1,0.01,1
0,83,55.20203876495361,0.0,0.4,0.1566265060240964,2,-1,-1,0.01,1
0,84,56.07526135444641,0.0,0.4,0.15476190476190477,2,-1,-1,0.01,1
0,85,56.69045448303223,0.0,0.4,0.15294117647058825,2,-1,-1,0.01,1
0,86,57.30469536781311,0.0,0.4,0.1511627906976744,2,-1,-1,0.01,1
0,87,57.98606252670288,1.0,0.4,0.16091954022988506,2,-1,-1,0.01,1
0,88,58.594475507736206,0.0,0.3,0.1590909090909091,2,-1,-1,0.01,1
0,89,59.199185371398926,0.0,0.3,0.15730337078651685,2,-1,-1,0.01,1
0,90,59.8269898891449,0.0,0.1,0.15555555555555556,2,-1,-1,0.01,1
0,91,60.44336485862732,0.0,0.1,0.15384615384615385,2,-1,-1,0.01,1
0,92,61.13603401184082,0.0,0.1,0.15217391304347827,2,-1,-1,0.01,1
0,93,61.79079294204712,0.0,0.1,0.15053763440860216,2,-1,-1,0.01,1
0,94,62.4371612071991,0.0,0.1,0.14893617021276595,2,-1,-1,0.01,1
0,95,63.0718948841095,0.0,0.1,0.14736842105263157,2,-1,-1,0.01,1
0,96,63.76144099235535,1.0,0.2,0.15625,2,-1,-1,0.01,1
0,97,64.4467408657074,1.0,0.2,0.16494845360824742,2,-1,-1,0.01,1
0,98,65.06490516662598,0.0,0.2,0.16326530612244897,2,-1,-1,0.01,1
0,99,66.03541040420532,1.0,0.3,0.1717171717171717,2,-1,-1,0.01,1
0,100,66.65895938873291,0.0,0.3,0.17,2,-1,-1,0.01,1
0,101,67.51381206512451,4.0,0.7,0.21,4,-1,-1,0.01,1
0,102,68.13346695899963,0.0,0.7,0.21,4,-1,-1,0.01,1
0,103,68.72242379188538,0.0,0.7,0.2,4,-1,-1,0.01,1
0,104,69.3557116985321,0.0,0.7,0.2,4,-1,-1,0.01,1
0,105,70.02353382110596,0.0,0.7,0.2,4,-1,-1,0.01,1
0,106,70.99594974517822,0.0,0.6,0.19,4,-1,-1,0.01,1
0,107,71.64306569099426,0.0,0.5,0.19,4,-1,-1,0.01,1
0,108,72.27977657318115,0.0,0.5,0.19,4,-1,-1,0.01,1
0,109,72.93442821502686,0.0,0.4,0.19,4,-1,-1,0.01,1
0,110,73.56190276145935,0.0,0.4,0.19,4,-1,-1,0.01,1
0,111,74.18386220932007,0.0,0.0,0.19,4,-1,-1,0.01,1
0,112,74.85173678398132,1.0,0.1,0.2,4,-1,-1,0.01,1
0,113,75.46025323867798,0.0,0.1,0.2,4,-1,-1,0.01,1
0,114,76.20046591758728,0.0,0.1,0.2,4,-1,-1,0.01,1
0,115,76.81622505187988,0.0,0.1,0.2,4,-1,-1,0.01,1
0,116,77.39966869354248,0.0,0.1,0.2,4,-1,-1,0.01,1
0,117,78.1328992843628,2.0,0.3,0.22,4,-1,-1,0.01,1
0,118,78.78017544746399,0.0,0.3,0.22,4,-1,-1,0.01,1
0,119,79.39188575744629,0.0,0.3,0.22,4,-1,-1,0.01,1
0,120,80.08004140853882,1.0,0.4,0.23,4,-1,-1,0.01,1
0,121,81.00329303741455,0.0,0.4,0.23,4,-1,-1,0.01,1
0,122,81.6045868396759,0.0,0.3,0.23,4,-1,-1,0.01,1
0,123,82.21478223800659,0.0,0.3,0.23,4,-1,-1,0.01,1
0,124,82.85776448249817,0.0,0.3,0.23,4,-1,-1,0.01,1
0,125,83.4845495223999,0.0,0.3,0.23,4,-1,-1,0.01,1
0,126,84.09703087806702,0.0,0.3,0.23,4,-1,-1,0.01,1
0,127,84.71164011955261,0.0,0.1,0.23,4,-1,-1,0.01,1
0,128,85.29832649230957,0.0,0.1,0.23,4,-1,-1,0.01,1
0,129,86.12767887115479,0.0,0.1,0.23,4,-1,-1,0.01,1
0,130,86.79393601417542,0.0,0.0,0.23,4,-1,-1,0.01,1
0,131,87.4440643787384,0.0,0.0,0.22,4,-1,-1,0.01,1
0,132,88.09101581573486,0.0,0.0,0.22,4,-1,-1,0.01,1
0,133,88.72851181030273,0.0,0.0,0.22,4,-1,-1,0.01,1
0,134,89.3606493473053,0.0,0.0,0.21,4,-1,-1,0.01,1
0,135,89.9642174243927,0.0,0.0,0.21,4,-1,-1,0.01,1
0,136,90.82177782058716,0.0,0.0,0.21,4,-1,-1,0.01,1
0,137,91.40434265136719,0.0,0.0,0.2,4,-1,-1,0.01,1
0,138,92.0142331123352,0.0,0.0,0.2,4,-1,-1,0.01,1
0,139,92.6224627494812,0.0,0.0,0.19,4,-1,-1,0.01,1
0,140,93.21003866195679,0.0,0.0,0.19,4,-1,-1,0.01,1
0,141,93.88954973220825,1.0,0.1,0.2,4,-1,-1,0.01,1
0,142,94.61390590667725,1.0,0.2,0.21,4,-1,-1,0.01,1
0,143,95.29787468910217,0.0,0.2,0.21,4,-1,-1,0.01,1
1,144,112.20413780212402,0.0,0.2,0.21,4,2210239.8,1405.3458,0.00999,0.999
1,145,113.42649173736572,0.0,0.2,0.21,4,2210239.8,1405.3458,0.00999,0.999
1,146,113.53526639938354,0.0,0.2,0.21,4,2210239.8,1405.3458,0.00999,0.999
1,147,113.64583826065063,0.0,0.2,0.21,4,2210239.8,1405.3458,0.00999,0.999
1,148,113.76192378997803,0.0,0.2,0.21,4,2210239.8,1405.3458,0.00999,0.999
1,149,113.89011931419373,0.0,0.2,0.21,4,2210239.8,1405.3458,0.00999,0.999
