iter,game_number,elapsed_time,last_1_avg,last_10_avg,last_100_avg,max_score_log,loss_train,learning_rate,epsilon
0,1,0.044054508209228516,0.0,0.0,0.0,0,-1,0.01,1
0,2,0.18053126335144043,0.0,0.0,0.0,0,-1,0.01,1
0,3,0.31270575523376465,0.0,0.0,0.0,0,-1,0.01,1
0,4,0.4771406650543213,1.0,0.25,0.25,1,-1,0.01,1
0,5,0.6290440559387207,0.0,0.2,0.2,1,-1,0.01,1
0,6,0.7978157997131348,1.0,0.3333333333333333,0.3333333333333333,1,-1,0.01,1
0,7,0.9447970390319824,0.0,0.2857142857142857,0.2857142857142857,1,-1,0.01,1
0,8,1.1029689311981201,0.0,0.25,0.25,1,-1,0.01,1
0,9,1.2558510303497314,0.0,0.2222222222222222,0.2222222222222222,1,-1,0.01,1
0,10,1.4283349514007568,1.0,0.3,0.3,1,-1,0.01,1
0,11,1.6196582317352295,1.0,0.4,0.36363636363636365,1,-1,0.01,1
0,12,1.7657697200775146,0.0,0.4,0.3333333333333333,1,-1,0.01,1
0,13,1.8989639282226562,0.0,0.4,0.3076923076923077,1,-1,0.01,1
0,14,2.05832576751709,0.0,0.3,0.2857142857142857,1,-1,0.01,1
0,15,2.2197561264038086,0.0,0.3,0.26666666666666666,1,-1,0.01,1
0,16,2.3641204833984375,0.0,0.2,0.25,1,-1,0.01,1
0,17,2.5074968338012695,0.0,0.2,0.23529411764705882,1,-1,0.01,1
0,18,2.6523821353912354,0.0,0.2,0.2222222222222222,1,-1,0.01,1
0,19,2.796583414077759,0.0,0.2,0.21052631578947367,1,-1,0.01,1
0,20,2.9420299530029297,0.0,0.1,0.2,1,-1,0.01,1
0,21,3.0964481830596924,0.0,0.0,0.19047619047619047,1,-1,0.01,1
0,22,3.27555513381958,1.0,0.1,0.22727272727272727,1,-1,0.01,1
0,23,3.4279894828796387,0.0,0.1,0.21739130434782608,1,-1,0.01,1
0,24,3.576694965362549,0.0,0.1,0.20833333333333334,1,-1,0.01,1
0,25,3.7126495838165283,0.0,0.1,0.2,1,-1,0.01,1
0,26,3.8632009029388428,0.0,0.1,0.19230769230769232,1,-1,0.01,1
0,27,4.014324903488159,0.0,0.1,0.18518518518518517,1,-1,0.01,1
0,28,4.155730724334717,0.0,0.1,0.17857142857142858,1,-1,0.01,1
0,29,4.302158355712891,0.0,0.1,0.1724137931034483,1,-1,0.01,1
0,30,4.451557159423828,0.0,0.1,0.16666666666666666,1,-1,0.01,1
0,31,4.610226154327393,0.0,0.1,0.16129032258064516,1,-1,0.01,1
0,32,4.750360012054443,0.0,0.0,0.15625,1,-1,0.01,1
0,33,4.8994460105896,0.0,0.0,0.15151515151515152,1,-1,0.01,1
0,34,5.058992624282837,0.0,0.0,0.14705882352941177,1,-1,0.01,1
0,35,5.217014789581299,0.0,0.0,0.14285714285714285,1,-1,0.01,1
0,36,5.364498853683472,0.0,0.0,0.1388888888888889,1,-1,0.01,1
0,37,5.4991302490234375,0.0,0.0,0.13513513513513514,1,-1,0.01,1
0,38,5.669792175292969,0.0,0.0,0.13157894736842105,1,-1,0.01,1
0,39,5.822282075881958,0.0,0.0,0.1282051282051282,1,-1,0.01,1
0,40,5.972604751586914,0.0,0.0,0.125,1,-1,0.01,1
0,41,6.1373207569122314,0.0,0.0,0.12195121951219512,1,-1,0.01,1
